year,selling_price,km_driven,fuel,seller_type,transmission,owner,brands,models
2009,350000.0,223158.4,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2018,600000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2018,750000.0,20000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2018,270000.0,20000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
2007,90000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2013,350000.0,65000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2013,285000.0,90000.0,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2011,665000.0,223158.4,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2005,175000.0,223158.4,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2011,350000.0,140000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2018,1225000.0,22000.0,Petrol,Dealer,Automatic,First Owner,Honda,Other
2010,285000.0,60000.0,Petrol,Dealer,Manual,Second Owner,Honda,Other
2018,1000000.0,28635.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2018,780000.0,32114.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2014,300000.0,82000.0,Petrol,Dealer,Manual,Second Owner,Maruti,Other
2006,160000.0,95149.0,Petrol,Dealer,Manual,Second Owner,Maruti,Other
2018,625000.0,68458.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2010,265000.0,42000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2014,515000.0,90000.0,Diesel,Individual,Manual,Second Owner,Honda,Other
2016,650000.0,100000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2017,650000.0,80000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2010,150000.0,105546.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2018,500000.0,10000.0,Petrol,Individual,Manual,First Owner,Toyota,Other
2012,1000000.0,80000.0,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2013,340000.0,35000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2013,1010000.0,120000.0,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2011,350000.0,120000.0,Diesel,Individual,Manual,Third Owner,Toyota,Other
2016,595000.0,70000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2014,700000.0,130000.0,Diesel,Individual,Manual,Third Owner,Mahindra,Other
2019,265000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2015,320000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto K10
2011,310000.0,110000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2014,700000.0,130000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2009,130000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2009,150000.0,120000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2015,300000.0,104000.0,Diesel,Individual,Manual,Second Owner,Honda,Other
2011,150000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2003,120000.0,132343.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2016,950000.0,90000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2007,100000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2015,450000.0,76000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2004,30000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti,Other
2009,200000.0,30000.0,Petrol,Individual,Manual,Second Owner,Mahindra,Other
2010,250000.0,96000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2015,280000.0,26134.0,Petrol,Dealer,Manual,First Owner,Maruti,Other
2011,260000.0,52895.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2013,550000.0,42324.0,Diesel,Dealer,Manual,Second Owner,Hyundai,Other
2016,1044999.0,65000.0,Diesel,Dealer,Manual,First Owner,Mahindra,Other
2012,550000.0,60236.0,Diesel,Dealer,Manual,First Owner,Mahindra,Other
2014,210000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2014,210000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Wagon R
2009,290000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2008,250999.0,110000.0,Diesel,Individual,Manual,First Owner,Fiat,Other
2019,600000.0,10300.0,Petrol,Individual,Manual,First Owner,Renault,Other
2014,270000.0,120000.0,Diesel,Individual,Manual,Second Owner,Fiat,Other
2012,550000.0,142000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2017,800000.0,25000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2020,500000.0,5000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2016,396000.0,28643.0,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
2014,600000.0,50000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2019,575000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
2020,520000.0,5000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2018,1400000.0,30000.0,Diesel,Individual,Automatic,First Owner,Mahindra,Other
2018,600000.0,7600.0,Petrol,Individual,Automatic,First Owner,Maruti,Other
2013,195000.0,47253.0,Diesel,Dealer,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
2015,281000.0,4432.0,Petrol,Dealer,Automatic,Second Owner,Maruti,Maruti Alto K10
2010,75000.0,110000.0,Petrol,Individual,Manual,Second Owner,Tata,Other
2014,400000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2009,93000.0,70000.0,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2016,560000.0,68523.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2019,400000.0,5000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2018,459999.0,40000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2017,450000.0,43000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2010,88000.0,80251.0,CNG,Dealer,Manual,Second Owner,Maruti,Other
2010,250000.0,34500.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2000,22000.0,42743.0,Petrol,Dealer,Manual,Third Owner,Ford,Other
2013,130000.0,93900.0,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Beat Diesel
2004,79000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2012,120000.0,110000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
2011,1700000.0,100000.0,Diesel,Individual,Automatic,Second Owner,BMW,Other
2012,300000.0,25000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Other
2009,145000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2019,2675000.0,20000.0,Diesel,Individual,Automatic,First Owner,Ford,Other
2013,240000.0,10000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Other
2018,700000.0,30000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2010,145000.0,110000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2014,535000.0,80000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2016,420000.0,21000.0,Petrol,Individual,Manual,First Owner,Mahindra,Other
2016,350000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2015,550000.0,32000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2007,750000.0,180000.0,Diesel,Individual,Manual,First Owner,Others,Other
2012,198000.0,70000.0,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2013,420000.0,50000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2004,195000.0,120000.0,Diesel,Individual,Manual,First Owner,Ford,Other
2012,150000.0,55766.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2011,275000.0,40000.0,Petrol,Individual,Manual,Second Owner,Nissan,Other
2001,65000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti,Other
2008,200000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2010,250000.0,110000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2013,182000.0,100000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2001,85000.0,86000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2013,400000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2017,650000.0,20000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2010,400000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2012,295000.0,80000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2006,60000.0,135000.0,LPG,Individual,Manual,Fourth & Above Owner,Maruti,Other
2003,110000.0,120000.0,Diesel,Individual,Manual,Third Owner,Maruti,Other
2015,550000.0,113600.0,Diesel,Individual,Manual,First Owner,Fiat,Other
2008,190000.0,70000.0,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai Santro Xing
2018,861999.0,20000.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2018,782000.0,14000.0,Petrol,Dealer,Manual,First Owner,Ford,Other
2018,836000.0,26000.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2016,696000.0,138925.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2016,596000.0,121764.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2016,612000.0,105429.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2015,114999.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2017,340000.0,60000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2020,550000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2008,114999.0,70000.0,Petrol,Individual,Manual,Third Owner,Chevrolet,Other
2000,105000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2019,890000.0,20000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2019,715000.0,8000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2014,525000.0,54000.0,Petrol,Dealer,Manual,Second Owner,Hyundai,Other
2014,475000.0,23122.0,Petrol,Dealer,Manual,Second Owner,Hyundai,Other
2012,349000.0,44500.0,Diesel,Dealer,Manual,Second Owner,Chevrolet,Other
2017,825000.0,13599.0,Petrol,Dealer,Automatic,First Owner,Volkswagen,Other
2014,550000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2006,95000.0,110000.0,Petrol,Individual,Manual,Third Owner,Maruti,Other
2014,725000.0,90000.0,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2019,670000.0,17000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2008,65000.0,140000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LX
2015,500000.0,50000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2017,600000.0,53000.0,Petrol,Individual,Manual,First Owner,Mahindra,Other
2017,350000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2012,200000.0,70000.0,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Beat Diesel
2012,150000.0,80000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2003,75000.0,110000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2013,350000.0,90000.0,Diesel,Individual,Manual,Second Owner,Honda,Other
2018,1700000.0,15000.0,Diesel,Individual,Manual,First Owner,Toyota,Other
2011,890000.0,86000.0,Diesel,Individual,Automatic,Second Owner,BMW,Other
2014,500000.0,120000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2019,600000.0,5200.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2010,99000.0,60000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,Other
2011,235000.0,46000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2006,75000.0,40000.0,Petrol,Individual,Manual,Second Owner,Tata,Other
2014,600000.0,90000.0,Diesel,Individual,Manual,Second Owner,Honda,Other
2019,1000000.0,25000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2012,390000.0,90000.0,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2015,600000.0,70000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Other
2017,600000.0,70000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2019,730000.0,35000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2017,450000.0,12700.0,Petrol,Individual,Automatic,First Owner,Hyundai,Hyundai Grand i10
2011,250000.0,80000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2018,1400000.0,20000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2018,300000.0,20000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2017,800000.0,19000.0,Petrol,Individual,Manual,First Owner,Ford,Ford EcoSport 1.5
2009,125000.0,95000.0,Diesel,Individual,Manual,Second Owner,Fiat,Other
2012,295000.0,90000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Other
2013,650000.0,45839.0,Petrol,Dealer,Manual,First Owner,Ford,Other
2010,200000.0,74510.0,Petrol,Dealer,Manual,First Owner,Chevrolet,Other
2009,130000.0,87293.0,Petrol,Dealer,Manual,First Owner,Chevrolet,Other
2012,250000.0,156040.0,Diesel,Dealer,Manual,First Owner,Ford,Ford Figo Diesel
2004,400000.0,93415.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2017,430000.0,101159.0,Petrol,Dealer,Manual,First Owner,Ford,Other
2015,170000.0,80000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2019,450000.0,12000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2013,350000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2011,130000.0,68519.0,Petrol,Dealer,Manual,First Owner,Chevrolet,Other
2012,180000.0,55130.0,Diesel,Dealer,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
2014,475000.0,65239.0,Petrol,Dealer,Manual,First Owner,Ford,Other
2015,470000.0,58182.0,Petrol,Dealer,Manual,First Owner,Volkswagen,Other
2012,200000.0,91245.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2013,650000.0,102989.0,Diesel,Dealer,Manual,First Owner,Mahindra,Other
2010,400000.0,50000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2000,100000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2014,409999.0,90000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2018,640000.0,25000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2007,160000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2018,750000.0,70000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2002,150000.0,50000.0,Diesel,Individual,Manual,Third Owner,Mahindra,Other
2008,80000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2016,240000.0,90000.0,Diesel,Individual,Manual,Third Owner,Maruti,Other
2005,60000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti,Other
2007,70000.0,120000.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto LX
2008,285000.0,90000.0,Diesel,Individual,Automatic,Second Owner,Volkswagen,Other
2015,350000.0,60000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift VDI
2015,699000.0,30000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2011,275000.0,108000.0,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2012,350000.0,160000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2006,135000.0,90000.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto LXi
2010,325000.0,120000.0,Diesel,Individual,Manual,Third Owner,Mahindra,Other
2012,650000.0,102000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2009,300000.0,178000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2014,1200000.0,200000.0,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2012,450000.0,60000.0,Petrol,Dealer,Manual,First Owner,Ford,Other
2019,425000.0,3000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2006,150000.0,75118.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2013,290000.0,140000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2014,335000.0,60000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2006,120000.0,79000.0,Petrol,Dealer,Manual,Fourth & Above Owner,Chevrolet,Other
2005,20000.0,25000.0,Petrol,Individual,Manual,Second Owner,Ford,Other
2012,220000.0,70000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2005,61000.0,4637.0,Petrol,Individual,Manual,Second Owner,Ford,Other
2016,620000.0,70000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2014,425000.0,100000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2009,85000.0,120000.0,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2015,270000.0,40000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2009,180000.0,220000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2017,450000.0,30000.0,Petrol,Individual,Manual,First Owner,Mahindra,Other
2012,450000.0,42655.0,Diesel,Individual,Manual,First Owner,Tata,Other
2017,250000.0,43000.0,Petrol,Individual,Manual,Second Owner,Renault,Other
2012,725000.0,70000.0,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2010,250000.0,55000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2010,99000.0,80000.0,Diesel,Individual,Manual,Second Owner,Fiat,Other
2017,350000.0,55000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2018,511000.0,70000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2012,300000.0,80000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2010,1100000.0,110000.0,Petrol,Individual,Automatic,First Owner,Audi,Other
2010,125000.0,60000.0,Petrol,Individual,Manual,Third Owner,Hyundai,Other
2018,500000.0,30000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2013,385000.0,80000.0,Diesel,Individual,Manual,Second Owner,Renault,Other
2012,350000.0,90000.0,Petrol,Individual,Manual,First Owner,Skoda,Other
2003,60000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2012,300000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Santro Xing
2012,400000.0,70000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2014,550000.0,110000.0,Diesel,Individual,Manual,First Owner,Ford,Other
2012,300000.0,80000.0,Petrol,Individual,Manual,Second Owner,Nissan,Other
2012,250000.0,156000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2012,800000.0,180000.0,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2018,300000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2004,80000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LX
2020,1200000.0,11000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2017,355000.0,40000.0,Petrol,Individual,Automatic,First Owner,Renault,Other
2015,520000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2012,500000.0,26000.0,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2008,114999.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
2014,1800000.0,50000.0,Diesel,Individual,Manual,First Owner,Toyota,Other
2018,800000.0,20000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2008,105000.0,30000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2011,135000.0,78000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
2011,170000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2014,550000.0,100000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2009,250000.0,70000.0,Petrol,Individual,Manual,Third Owner,Honda,Other
2014,650000.0,30000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2008,210000.0,77000.0,Petrol,Individual,Automatic,Third Owner,Honda,Other
2011,260000.0,150000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Other
2016,750000.0,69000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2016,1350000.0,120000.0,Diesel,Individual,Automatic,First Owner,Toyota,Other
2012,220000.0,120000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2008,110000.0,110000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2017,1230000.0,70000.0,Diesel,Individual,Automatic,First Owner,Mahindra,Other
2013,220000.0,110000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2009,130000.0,50000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2012,330000.0,44000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2010,254999.0,90000.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2014,600000.0,50000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Verna 1.6
2012,210000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2014,300000.0,146000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Other
2018,426000.0,15000.0,Petrol,Individual,Automatic,First Owner,Tata,Other
2015,265000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2016,450000.0,35000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2012,480000.0,80000.0,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
